date,open,high,low,close,volume,bb_sma_20,bb_upper_20,bb_lower_20,rsi_14,macd,macd_signal,macd_hist
2020-09-08T04:00:00+00:00,28.37591447320603,30.08071717383242,27.794621666078665,29.81693649291992,1746100,29.81693649291992,,,0.0,0.0,0.0,0.0
2020-09-09T04:00:00+00:00,29.924401247468964,30.51057991725921,29.50430836647307,30.383575439453125,734100,30.100255966186523,30.901604449342585,29.29890748303046,0.0,0.04520196724481451,0.009040393448962902,0.03616157379585161
2020-09-10T04:00:00+00:00,30.62781532439299,31.018600469436056,30.09536998195601,30.36403465270996,876000,30.188182195027668,30.831495459578438,29.5448689304769,99.7354293082348,0.07854268261386466,0.02294085128194325,0.055601831331921404
2020-09-11T04:00:00+00:00,30.373805694940334,30.999061951313944,29.562925788676825,30.03186798095703,641200,30.14910364151001,30.69713232483948,29.60107495818054,95.12810005851478,0.07727162616643213,0.03380700625884103,0.043464619907591096
2020-09-14T04:00:00+00:00,30.285877493488066,32.044411570326375,30.149103159163687,31.458234786987305,1281500,30.410929870605468,31.674381912893118,29.147477828317818,95.98567514189581,0.18917944252294916,0.06488149351166267,0.12429794901128649
2020-09-15T04:00:00+00:00,31.907638738361825,32.51335527324163,31.604778607511285,32.034645080566406,1043600,30.681549072265625,32.42358320106477,28.93951494346648,96.27131247615185,0.32068206345789463,0.11604160750090906,0.20464045595698557
2020-09-16T04:00:00+00:00,32.01510465175516,32.35704049613769,31.14560558963938,31.61454963684082,1049600,30.81483486720494,32.554468538210735,29.075201196199146,91.17918697549143,0.3865447987255912,0.17014224574584552,0.2164025529797457
2020-09-17T04:00:00+00:00,30.46173135762516,31.614548931273923,29.458389125016406,29.88532257080078,1339200,30.69864583015442,32.438183032067016,28.959108628241818,73.86088042220909,0.2957975484537769,0.1952733062874318,0.10052424216634512
2020-09-18T04:00:00+00:00,30.285877475781614,30.471501117549423,29.00605543323741,29.58246421813965,937900,30.574625651041668,32.36388726998142,28.785364032101914,71.30635539746781,0.19716872254758044,0.19565238953946154,0.001516333008118903
2020-09-21T04:00:00+00:00,28.654348307427767,29.55315508197807,27.80438897773138,29.48476791381836,931700,30.465639877319337,32.287961373612674,28.643318381026,70.45979043198017,0.10985505150657815,0.17849292193288488,-0.06863787042630673
2020-09-22T04:00:00+00:00,29.31868370217965,29.40661059277437,28.27333274000977,29.054903030395508,648500,30.337391073053535,32.2641685192767,28.41061362683037,66.70710090849899,0.005903779489081273,0.14397509344412415,-0.13807131395504288
2020-09-23T04:00:00+00:00,29.16236967024838,30.62781536359342,28.78135252285949,28.966976165771484,868400,30.22318983078003,32.223436383896086,28.222943277663976,65.93356206106151,-0.08262091319536324,0.09865589211622668,-0.1812768053115899
2020-09-24T04:00:00+00:00,28.7031969955691,29.40172629501843,28.22448493430499,28.88882064819336,829500,30.12054604750413,32.173697175704746,28.067394919303517,65.20971782042324,-0.15727094546781117,0.04747052459941911,-0.20474147006723029
2020-09-25T04:00:00+00:00,28.8888192331813,29.45545816196479,28.327066166901872,29.269834518432617,1044500,30.05978093828474,32.08411788138574,28.035443995183744,67.10566205653808,-0.18357090765115558,0.001262238149304179,-0.18483314580045976
2020-09-28T04:00:00+00:00,29.729008905396743,29.816935796982,28.5664214548666,28.74227523803711,670900,29.971947224934897,32.03788907479999,27.906005375069807,62.0624021074889,-0.2441688159727775,-0.04782397267511216,-0.19634484329766536
2020-09-29T04:00:00+00:00,28.74227643288989,28.84974305227508,27.472224178054987,27.843469619750977,940300,29.8389173746109,32.10081456668178,27.57702018254003,54.54167463569227,-0.36056285254418796,-0.11037174864892732,-0.25019110389526067
2020-09-30T04:00:00+00:00,28.36125981278885,28.937668604429973,27.92553292895664,27.9607048034668,602100,29.72843428219066,32.100450441096356,27.356418123284957,55.30251101457388,-0.4382936887348414,-0.17595613666611015,-0.2623375520687313
2020-10-01T04:00:00+00:00,28.263563129376628,28.54688166337779,27.75554150441042,28.351490020751957,709800,29.651937378777397,32.042924679620754,27.260950077934044,57.83580995303809,-0.4630253671208955,-0.23336998275706722,-0.22965538436382826
2020-10-02T04:00:00+00:00,27.5650345673229,28.12678951401601,26.88604500473198,26.983741760253903,1041500,29.511506030434056,32.137912773484345,26.885099287383763,47.655344080022104,-0.5862335192053045,-0.3039426900467147,-0.28229082915858983
2020-10-05T04:00:00+00:00,27.354987654214888,27.99001378064846,26.52456801345837,26.886045455932617,928600,29.380233001708984,32.19333942387605,26.567126579541917,47.01869798898615,-0.6838768362064052,-0.3799295192786528,-0.30394731692775234
2020-10-06T04:00:00+00:00,27.35498683989472,29.50430797982212,27.32567725459559,27.95093536376953,1977600,29.286932945251465,32.16214572692291,26.41172016358002,54.20085788418589,-0.667636059599694,-0.437470827342861,-0.23016523225683294
2020-10-07T04:00:00+00:00,28.99628662140866,31.31168984293016,28.859512282212968,31.301921844482425,2343500,29.33285026550293,32.30935185249239,26.35634867851347,68.61769358494726,-0.37998825542531733,-0.4259743129593523,0.04598605753403495
2020-10-08T04:00:00+00:00,32.044412355528515,32.122571249526814,29.96348025149925,30.48127174377441,1571400,29.33871212005615,32.32421257134175,26.353211668770555,63.3577354562882,-0.21575778149417602,-0.3839310066663171,0.16817322517214106
2020-10-09T04:00:00+00:00,30.530120110032662,31.712245466256014,30.530120110032662,31.33123016357422,1063700,29.40368022918701,32.50692157330105,26.30043888507297,66.24391031667332,-0.01682545325647311,-0.3105098959843483,0.2936844427278752
2020-10-12T04:00:00+00:00,32.23980684475896,32.72828876664925,30.67666432202791,30.764591217041016,1602600,29.368998050689697,32.389971567705146,26.34802453367425,62.698311427233804,0.09402298428046763,-0.2296033199313851,0.32362630421185273
2020-10-13T04:00:00+00:00,30.66689401011913,31.01860158501224,29.592235288453494,30.2956485748291,855800,29.282048225402832,32.07118641973211,26.492910031073556,59.843618017672874,0.14239003386337856,-0.15520464917243237,0.29759468303581094
2020-10-14T04:00:00+00:00,29.85601464340996,30.50081063337535,29.41638203029391,29.934171676635746,1251200,29.19802932739258,31.785251167021286,26.61080748776387,57.664128112575135,0.14982600352273678,-0.09419851863339854,0.24402452215613532
2020-10-15T04:00:00+00:00,29.504308181640663,30.36403552544606,29.113521161954868,30.256568908691406,1274300,29.21659164428711,31.829772721501044,26.603410567073176,59.09502580582727,0.1796627845477765,-0.03942625799716353,0.21908904254494005
2020-10-16T04:00:00+00:00,30.549658321555707,30.720626240342717,29.973249533344426,30.276107788085938,768700,29.251273822784423,31.903028059413614,26.599519586155232,59.18506099018376,0.20255039784333917,0.008969073170937016,0.19358132467240216
2020-10-19T04:00:00+00:00,30.354266087248643,31.50708371190755,29.97325078748907,30.24679946899414,1036700,29.289375400543214,31.97691270962842,26.60183809145801,58.97536856560909,0.21583603639130544,0.05034246581501071,0.16549357057629474
2020-10-20T04:00:00+00:00,30.657122796538623,34.19373252311581,30.364034405990424,33.68571090698242,3245900,29.52091579437256,32.845754983361246,26.196076605383876,71.66216704424386,0.4981144600915819,0.13989686467032494,0.358217595421257
2020-10-21T04:00:00+00:00,33.11907569757987,33.50009099924339,30.87205774544033,31.02837181091309,2280200,29.62398557662964,33.00387178413162,26.24409936912766,56.99477055659923,0.5016147848416388,0.21224044870458775,0.28937433613705105
2020-10-22T04:00:00+00:00,32.181185960928524,33.216768921914394,31.58524117844744,31.761091232299805,1946000,29.76759910583496,33.25823326268122,26.2769649489887,59.45874229339937,0.557091348846555,0.2812106287329812,0.2758807201135738
2020-10-23T04:00:00+00:00,32.13233877418484,33.31446407732381,31.65362859937636,32.45473861694336,1652900,29.926844310760497,33.607298254225,26.246390367295998,61.696137756533254,0.6495409684362592,0.3548766966736368,0.2946642717626224
2020-10-26T04:00:00+00:00,32.47427868465092,33.10441706250701,30.69620298516141,30.74505043029785,1733600,30.026983070373536,33.68061782251557,26.3733483182315,53.81305597058361,0.578185447887396,0.3995384469163887,0.17864700097100733
2020-10-27T04:00:00+00:00,31.526623368872816,32.122571903875375,31.01860172799885,31.555931091308597,746300,30.212606143951415,33.77524281797062,26.64996946993221,56.64265837912376,0.5803767543427085,0.4357061084016527,0.14467064594105583
2020-10-28T04:00:00+00:00,30.98929211751315,31.2237632138661,30.10416275049018,30.51058006286621,1432800,30.340099906921388,33.742310982236,26.937888831606777,52.20260439625327,0.4920897841474172,0.44698284355080564,0.04510694059661158
2020-10-29T04:00:00+00:00,30.89159602254028,31.14560496947796,30.100254006813262,30.276107788085938,1725100,30.436330795288086,33.7080841957594,27.164577394816774,51.23253128687842,0.398606879206838,0.43730765068201216,-0.038700771475174145
2020-10-30T04:00:00+00:00,30.02209739957536,30.168641598224813,28.625038854735383,29.04513359069824,1884100,30.539400386810303,33.46472900685296,27.614071766767648,46.361591431829815,0.22262538660757514,0.3943711978671248,-0.17174581125954969
2020-11-02T05:00:00+00:00,30.207722118615862,30.442193217470336,29.06467434706867,29.15260124206543,992200,30.652728176116945,33.122234696294925,28.183221655938965,46.83680791282489,0.09078402543108766,0.3336537633799174,-0.24286973794882977
2020-11-03T05:00:00+00:00,29.064672715680345,29.82670514174279,28.820431768489755,29.015825271606445,1156600,30.70597267150879,32.967353891022746,28.444591451994835,46.274883788771604,-0.024455967725920402,0.26203181715874985,-0.28648778488467025
2020-11-04T05:00:00+00:00,30.09048417118063,30.47638531781589,29.191677404331827,30.188180923461918,1666800,30.650285625457762,32.90471732093549,28.39585392998004,51.631463760410945,-0.020943762584384018,0.20543670121012308,-0.2263804637945071
