date,open,high,low,close,volume,bb_sma_20,bb_upper_20,bb_lower_20,rsi_14,macd,macd_signal,macd_hist
2020-09-08T04:00:00+00:00,110.841188073177,115.74368657539894,109.60583975780702,109.74201965332033,231366600,109.74201965332033,,,0.0,0.0,0.0,0.0
2020-09-09T04:00:00+00:00,114.0609019966418,115.88960896039347,112.11546621430011,114.1192626953125,176940500,111.9306411743164,118.12099765010501,105.7402846985278,0.0,0.3491817811275837,0.06983635622551675,0.27934542490206693
2020-09-10T04:00:00+00:00,117.07631155381702,117.2124914481067,109.43074927727804,110.39373779296876,182274400,111.41834004720052,116.14165307798721,106.69502701641382,93.8552790827666,0.32158510141232455,0.12018610526287832,0.20139899614944623
2020-09-11T04:00:00+00:00,111.4442893036586,112.08628667869144,106.9989688055856,108.94440460205078,180860300,110.79985618591309,115.381720498392,106.21799187343417,91.49975502186305,0.18068266074837425,0.1322854163599775,0.04839724438839674
2020-09-14T04:00:00+00:00,111.59019158497078,112.76717927863528,109.7225751167386,112.21273040771484,140150100,111.08243103027344,115.24681349190944,106.91804856863745,91.98807819044487,0.32895109588517357,0.1716185522650167,0.15733254362015686
2020-09-15T04:00:00+00:00,115.10169316714062,115.58805204226122,110.51046419860256,112.38780975341795,184642000,111.29999415079753,115.17422621706788,107.42576208452718,92.01454306955961,0.4553335373631455,0.22836154928464247,0.22697198807850305
2020-09-16T04:00:00+00:00,112.08626205798284,112.8352514097506,108.98329026941566,109.07083129882812,154679000,110.9815423148019,114.89914180486417,107.06394282473963,86.20479807741647,0.28455986365507613,0.2396012121587292,0.044958651496346924
2020-09-17T04:00:00+00:00,106.72659350722516,109.13892938917895,105.74414649450532,107.32967376708984,178011000,110.52505874633789,114.97737785634605,106.07273963632973,83.23394500137309,0.008624220882978761,0.1934058139035791,-0.18478159302060035
2020-09-18T04:00:00+00:00,107.38803570255637,107.85493604325931,103.19561736370883,103.92515563964844,287104900,109.79173617892795,115.85017523850371,103.73329711935219,77.60240486295214,-0.47924844639398145,0.058874961844067,-0.5381234082380485
2020-09-21T04:00:00+00:00,101.68791722586772,107.18377414626174,100.28720125318382,107.07677459716795,195713800,109.52024002075196,115.48470078350982,103.55577925799409,79.01768632006947,-0.6046121469781411,-0.07382245992037463,-0.5307896870577665
2020-09-22T04:00:00+00:00,109.60585742567012,109.78094695116036,106.18189355316512,108.75959014892578,183055400,109.45109003240412,115.12803539857813,103.77414466623011,79.75335454867476,-0.561699707159093,-0.17139790936811833,-0.3903017977909747
2020-09-23T04:00:00+00:00,108.57476272214052,109.05139236274285,103.8570754892734,104.1975326538086,150718700,109.01329358418782,115.21795892848999,102.80862823988565,72.34771816969727,-0.8856025279123827,-0.3142388330769712,-0.5713636948354115
2020-09-24T04:00:00+00:00,102.30072495573344,107.24213295365428,102.13536471776598,105.26751708984376,167743300,108.72515693077675,115.01855808165776,102.43175577989574,72.98140912657247,-1.0439253238854036,-0.46017613123865775,-0.5837491926467459
